,Location,ReportedYear,crime_count,longitude,latitude
6913,2228 W RUBY AV,2016,1,-87.94028187981013,43.09907645
6914,2229 N TERRACE AV,2016,1,-87.8809953638526,43.05822215
6915,2229 N TERRACE AV,2018,1,-87.8809953638526,43.05822215
6916,2229 N TERRACE AV,2019,1,-87.8809953638526,43.05822215
6917,2229 W KEEFE AV,2017,1,-87.9401685724085,43.082339660943894
6918,223 E CHAMBERS ST,2016,1,-87.90871178600256,43.07276615
6919,223 E CHAMBERS ST,2020,2,-87.90871178600256,43.07276615
6920,223 N WATER ST,2017,1,-87.90959159571548,43.0331383
6921,223 N WATER ST,2022,1,-87.90959159571548,43.0331383
6922,223 S 2ND ST,2016,1,-87.9127924,43.028829
6923,223 S 2ND ST,2018,1,-87.9127924,43.028829
6924,223 S 2ND ST,2020,1,-87.9127924,43.028829
6925,223 S 2ND ST,2022,1,-87.9127924,43.028829
6926,223 W GARFIELD AV,2016,1,-87.91310363165891,43.05901172177984
6927,2230 N FARWELL AV,2016,1,-87.88547214271188,43.0594471
6928,2230 N FARWELL AV,2018,1,-87.88547214271188,43.0594471
6929,2230 N FARWELL AV,2020,1,-87.88547214271188,43.0594471
6930,2230 N MARTIN L KING JR DR,2016,3,-78.912265,35.941049
6931,2230 N MARTIN L KING JR DR,2017,2,-78.912265,35.941049
6932,2230 N MARTIN L KING JR DR,2019,1,-78.912265,35.941049
6933,2230 N MARTIN L KING JR DR,2020,1,-78.912265,35.941049
6934,2230 N MARTIN L KING JR DR,2022,7,-78.912265,35.941049
6935,2231 W CAPITOL DR,2017,2,-87.9405483651509,43.0894244
6936,2231 W CAPITOL DR,2019,1,-87.9405483651509,43.0894244
6937,2231 W CAPITOL DR,2020,1,-87.9405483651509,43.0894244
6938,2232 N HOLTON ST,2017,1,-87.90503032353764,43.05986695
6939,2232 N HOLTON ST,2021,2,-87.90503032353764,43.05986695
6940,2232 N HOLTON ST,2022,1,-87.90503032353764,43.05986695
6941,2232 N OAKLAND AV,2016,1,-87.88797682652626,43.059320610931394
6942,2232 N OAKLAND AV,2019,1,-87.88797682652626,43.059320610931394
6943,2232 N OAKLAND AV,2020,3,-87.88797682652626,43.059320610931394
6944,2232 N OAKLAND AV,2021,2,-87.88797682652626,43.059320610931394
6945,2232 N OAKLAND AV,2022,2,-87.88797682652626,43.059320610931394
6946,2232 W CAPITOL DR,2016,3,-87.9406927253783,43.090008600000004
6947,2232 W CAPITOL DR,2019,2,-87.9406927253783,43.090008600000004
6948,2232 W CAPITOL DR,2020,5,-87.9406927253783,43.090008600000004
6949,2233 N SUMMIT AV,2016,3,-87.88401632562318,43.05886535
6950,2233 N SUMMIT AV,2017,2,-87.88401632562318,43.05886535
6951,2233 N SUMMIT AV,2018,4,-87.88401632562318,43.05886535
6952,2233 N SUMMIT AV,2019,3,-87.88401632562318,43.05886535
6953,2233 N SUMMIT AV,2020,2,-87.88401632562318,43.05886535
6954,2233 N SUMMIT AV,2021,7,-87.88401632562318,43.05886535
6955,2233 N SUMMIT AV,2022,5,-87.88401632562318,43.05886535
6956,2233 N SUMMIT AV #702,2017,1,-74.03332919230769,40.934303
6957,2233 W CAPITOL DR,2017,2,-87.9405483651509,43.0894244
6958,2233 W CAPITOL DR,2018,1,-87.9405483651509,43.0894244
6959,2233 W CAPITOL DR,2022,3,-87.9405483651509,43.0894244
6960,2234 N TERRACE AV,2017,1,-87.88018595207679,43.05788415
6961,2234 W VIENNA AV,2016,1,-87.94070362610645,43.08630925
6962,2234 W VIENNA AV,2021,1,-87.94070362610645,43.08630925
6963,2235 N 1ST ST,2017,1,-87.91175401145802,43.05993015
6964,2235 N 1ST ST,2018,2,-87.91175401145802,43.05993015
6965,2235 N 1ST ST,2019,1,-87.91175401145802,43.05993015
6966,2235 N 1ST ST,2020,1,-87.91175401145802,43.05993015
6967,2235 N 1ST ST,2021,1,-87.91175401145802,43.05993015
6968,2235 N FARWELL AV,2016,2,-87.88595065188022,43.05992885
6969,2235 N FARWELL AV,2017,2,-87.88595065188022,43.05992885
6970,2236 N 2ND ST,2016,1,-75.13648436734694,39.98436908163265
6971,2236 N TERRACE AV,2016,3,-87.8801334,43.057798
6972,2236 N TERRACE AV,2020,1,-87.8801334,43.057798
6973,2236 N TERRACE AV,2021,1,-87.8801334,43.057798
6974,2236 N TERRACE AV,2022,1,-87.8801334,43.057798
6975,2237 N HOLTON ST,2016,2,-87.90539011134197,43.05954166033846
6976,2237 N HOLTON ST,2017,8,-87.90539011134197,43.05954166033846
6977,2237 N HOLTON ST,2018,3,-87.90539011134197,43.05954166033846
6978,2237 N HOLTON ST,2019,7,-87.90539011134197,43.05954166033846
6979,2237 N HOLTON ST,2020,11,-87.90539011134197,43.05954166033846
6980,2237 N HOLTON ST,2021,10,-87.90539011134197,43.05954166033846
6981,2237 N HOLTON ST,2022,3,-87.90539011134197,43.05954166033846
6982,2237 N HUBBARD ST,2016,2,-87.90865530011104,43.0599374
6983,2237 N HUBBARD ST,2017,2,-87.90865530011104,43.0599374
6984,2237 N HUBBARD ST,2022,1,-87.90865530011104,43.0599374
6985,2237 N LAKE DR,2016,1,-87.88226684060439,43.058775350000005
6986,2237 N LAKE DR,2019,2,-87.88226684060439,43.058775350000005
6987,2237 N LAKE DR,2020,1,-87.88226684060439,43.058775350000005
6988,2237 W OLIVE ST,2016,1,-87.940390413043,43.0944556
6989,2237 W OLIVE ST,2017,1,-87.940390413043,43.0944556
6990,2237 W OLIVE ST,2022,2,-87.940390413043,43.0944556
6991,2238 N BREMEN ST,2017,1,-87.90018939065854,43.0599234
6992,224 E CHICAGO ST,2016,1,-87.9083909,43.0331551
6993,224 E CHICAGO ST,2017,1,-87.9083909,43.0331551
6994,224 E CHICAGO ST,2021,1,-87.9083909,43.0331551
6995,224 E CHICAGO ST,2022,1,-87.9083909,43.0331551
6996,224 W WELLS ST,2016,1,-87.91347887659636,43.04023485693159
6997,224 W WRIGHT ST,2016,3,-87.9133485,43.0641467
6998,224 W WRIGHT ST,2017,1,-87.9133485,43.0641467
6999,224 W WRIGHT ST,2018,4,-87.9133485,43.0641467
7000,224 W WRIGHT ST,2019,1,-87.9133485,43.0641467
7001,224 W WRIGHT ST,2020,1,-87.9133485,43.0641467
7002,224 W WRIGHT ST,2021,1,-87.9133485,43.0641467
7003,2240 N COMMERCE ST,2016,3,-97.34787155102042,32.78497255102041
7004,2240 N PROSPECT AV,2017,1,-97.4855098313305,35.49173675006566
7005,2241 N 1ST ST,2016,1,-87.91142361722656,43.06006615
7006,2241 N 1ST ST,2017,1,-87.91142361722656,43.06006615
7007,2241 N BUFFUM ST,2016,2,-87.90706839825228,43.0600439
7008,2241 N MARTIN L KING JR DR,2016,1,-78.912265,35.941049
7009,2241 N SUMMIT AV,2016,1,-87.88330315,43.05916215
7010,2241 N SUMMIT AV,2018,1,-87.88330315,43.05916215
7011,2242 N PROSPECT AV,2017,1,-97.48550975709077,35.491750137963685
7012,2243 N 1ST ST,2016,1,-121.92203675499997,37.37822509223678
7013,2243 N 1ST ST,2019,1,-121.92203675499997,37.37822509223678
7014,2243 N PROSPECT AV,2016,1,-87.8844107,43.0596912
7015,2243 N PROSPECT AV,2017,2,-87.8844107,43.0596912
7016,2243 N PROSPECT AV,2018,1,-87.8844107,43.0596912
7017,2243 N PROSPECT AV,2019,1,-87.8844107,43.0596912
7018,2243 N PROSPECT AV,2021,1,-87.8844107,43.0596912
7019,2243 N PROSPECT AV,2022,2,-87.8844107,43.0596912
7020,2244 N MARTIN L KING JR DR,2016,2,-78.912265,35.941049
7021,2244 N MARTIN L KING JR DR,2017,3,-78.912265,35.941049
7022,2244 N MARTIN L KING JR DR,2018,2,-78.912265,35.941049
7023,2244 N MARTIN L KING JR DR,2019,1,-78.912265,35.941049
7024,2244 N MARTIN L KING JR DR,2020,1,-78.912265,35.941049
7025,2244 N MARTIN L KING JR DR,2021,1,-78.912265,35.941049
7026,2244 N PROSPECT AV,2016,1,-87.88389381801785,43.05955325
7027,2244 N PROSPECT AV,2017,2,-87.88389381801785,43.05955325
7028,2244 N PROSPECT AV,2022,3,-87.88389381801785,43.05955325
7029,2244 N PROSPECT AV #18,2016,1,-0.05936728266441444,51.49853766941909
7030,2245 N OAKLAND AV,2016,1,-87.88821652185527,43.05948506812828
7031,2247 N WEIL ST,2016,1,-87.89950715,43.06006885
7032,2248 N SUMMIT AV,2016,1,-87.88289024811985,43.05915549988226
7033,225 E CAPITOL DR,2016,5,-87.90891221793605,43.088756700000005
7034,225 E CAPITOL DR,2017,6,-87.90891221793605,43.088756700000005
7035,225 E CAPITOL DR,2018,2,-87.90891221793605,43.088756700000005
7036,225 E CAPITOL DR,2019,4,-87.90891221793605,43.088756700000005
7037,225 E CAPITOL DR,2020,1,-87.90891221793605,43.088756700000005
7038,225 E CAPITOL DR,2021,4,-87.90891221793605,43.088756700000005
7039,225 E CAPITOL DR,2022,6,-87.90891221793605,43.088756700000005
7040,225 E CHICAGO ST,2016,2,-87.9085918,43.0324713
7041,225 E CHICAGO ST,2019,1,-87.9085918,43.0324713
7042,225 E CHICAGO ST,2021,4,-87.9085918,43.0324713
7043,225 E CHICAGO ST,2022,2,-87.9085918,43.0324713
7044,225 E MICHIGAN ST,2016,1,-87.90805852069647,43.0371831
7045,225 E MICHIGAN ST,2017,2,-87.90805852069647,43.0371831
7046,225 E MICHIGAN ST,2018,1,-87.90805852069647,43.0371831
7047,225 E MICHIGAN ST,2019,1,-87.90805852069647,43.0371831
7048,225 E MICHIGAN ST,2021,2,-87.90805852069647,43.0371831
7049,225 E VINE ST,2017,1,-87.9089260908776,43.053645
7050,225 N WATER ST,2017,1,-79.0488021,43.1753338
7051,225 N WATER ST,2022,1,-79.0488021,43.1753338
7052,225 W CAPITOL DR,2016,2,-87.91295892458507,43.08894625
7053,225 W CAPITOL DR,2018,2,-87.91295892458507,43.08894625
7054,225 W CAPITOL DR,2021,4,-87.91295892458507,43.08894625
7055,225 W CAPITOL DR,2022,4,-87.91295892458507,43.08894625
7056,225 W OREGON ST,2017,1,-87.91299706033222,43.02831706931353
7057,225 W VINE ST,2016,1,-88.16445750944753,39.865721010149365
7058,225 W VINE ST,2018,1,-88.16445750944753,39.865721010149365
7059,225 W VINE ST,2020,2,-88.16445750944753,39.865721010149365
7060,225 W VINE ST,2022,1,-88.16445750944753,39.865721010149365
7061,2250 N OAKLAND AV,2016,1,-87.88797743836793,43.05950538711135
7062,2250 N OAKLAND AV,2019,1,-87.88797743836793,43.05950538711135
7063,2250 N PROSPECT AV,2017,1,-97.48550946013185,35.491803689555766
7064,2250 W BURLEIGH ST,2016,1,-87.94048471428572,43.07521114285714
7065,2250 W BURLEIGH ST,2019,1,-87.94048471428572,43.07521114285714
7066,2251 N OAKLAND AV,2016,1,-87.88821252194684,43.05954243523611
7067,2252 N PROSPECT AV,2016,1,-87.88366633828699,43.059759099999994
7068,2254 W ROOSEVELT DR,2016,1,-87.94093958537971,43.096262949999996
7069,2254 W ROOSEVELT DR,2021,1,-87.94093958537971,43.096262949999996
7070,2254 W ROOSEVELT DR,2022,1,-87.94093958537971,43.096262949999996
7071,226 E CHAMBERS ST,2016,1,-87.90860792545205,43.0731518
7072,226 N WATER ST,2016,1,-87.90881236227764,43.033048199999996
7073,226 N WATER ST,2021,2,-87.90881236227764,43.033048199999996
7074,2260 N HOLTON ST,2017,1,-87.90516167086179,43.05981866019535
7075,2260 N PROSPECT AV,2016,2,-87.88366633828699,43.059759099999994
7076,2260 N PROSPECT AV,2018,1,-87.88366633828699,43.059759099999994
7077,2260 N SUMMIT AV,2016,1,-87.88249638157103,43.05928985
7078,2260 N SUMMIT AV,2017,9,-87.88249638157103,43.05928985
7079,2260 N SUMMIT AV,2022,2,-87.88249638157103,43.05928985
7080,2260 N SUMMIT AV #314,2017,1,-73.8302258,40.9222467
7081,2263 N PROSPECT AV,2017,1,-97.48571101263859,35.49188438750723
7082,2263 N SUMMIT AV,2016,1,-87.88331159565143,43.0596425
7083,2263 N SUMMIT AV,2017,1,-87.88331159565143,43.0596425
7084,2263 N SUMMIT AV #3,2017,1,114.24050916157293,22.4323355
7085,2263 N SUMMIT AVE,2017,1,-87.88314355,43.05960675
7086,2264 N PROSPECT AV,2016,1,-87.8837172,43.0599797
7087,2264 N PROSPECT AV,2017,2,-87.8837172,43.0599797
7088,2264 N PROSPECT AV,2020,1,-87.8837172,43.0599797
7089,2265 N SUMMIT AV,2016,1,-87.88298410380855,43.05934596015077
7090,2265 N SUMMIT AV,2021,1,-87.88298410380855,43.05934596015077
7091,2266 N PROSPECT AV,2016,4,-87.88299534836874,43.05962465
7092,2266 N PROSPECT AV,2017,2,-87.88299534836874,43.05962465
7093,2266 N PROSPECT AV,2018,4,-87.88299534836874,43.05962465
7094,2266 N PROSPECT AV,2019,2,-87.88299534836874,43.05962465
7095,2266 N PROSPECT AV,2020,2,-87.88299534836874,43.05962465
7096,2266 N PROSPECT AV,2021,3,-87.88299534836874,43.05962465
7097,2266 N PROSPECT AV,2022,6,-87.88299534836874,43.05962465
7098,227 E GARFIELD AV,2016,3,-87.90876874547814,43.05890505
7099,227 E GARFIELD AV,2017,1,-87.90876874547814,43.05890505
7100,227 E TOWNSEND ST,2017,3,-87.90860198301375,43.0799965
7101,227 E TOWNSEND ST,2019,2,-87.90860198301375,43.0799965
7102,227 E TOWNSEND ST,2020,7,-87.90860198301375,43.0799965
7103,227 E TOWNSEND ST,2021,3,-87.90860198301375,43.0799965
7104,227 E TOWNSEND ST,2022,1,-87.90860198301375,43.0799965
7105,227 W PLEASANT ST,2016,1,-87.91393585844538,43.05187895
7106,227 W PLEASANT ST,2017,4,-87.91393585844538,43.05187895
7107,227 W PLEASANT ST,2018,3,-87.91393585844538,43.05187895
7108,227 W PLEASANT ST,2019,3,-87.91393585844538,43.05187895
7109,227 W PLEASANT ST,2021,2,-87.91393585844538,43.05187895
7110,227 W PLEASANT ST,2022,4,-87.91393585844538,43.05187895
7111,2271 N LINCOLN MEMORIAL DR,2016,1,-87.87458661988629,43.06171138085148
7112,2272 N LINCOLN MEMORIAL DR,2017,1,-87.87658229251615,43.05811275
7113,2272 N LINCOLN MEMORIAL DR,2020,1,-87.87658229251615,43.05811275
7114,228 S 1ST ST,2016,3,-87.91072279980118,43.0285873
7115,228 S 1ST ST,2018,2,-87.91072279980118,43.0285873
7116,228 W WELLS ST,2016,1,-87.914013,43.0402872
7117,228 W WELLS ST,2022,1,-87.914013,43.0402872
7118,228 W WISCONSIN AV,2017,1,-87.91392149931087,43.03903635
7119,2281 N LAKE DR,2017,1,-87.8809155,43.0598193
7120,2287 N LAKE DR,2017,3,-87.88084757637478,43.05993535
7121,229 E WISCONSIN AV,2016,1,-87.90805224284281,43.03837505
7122,229 E WISCONSIN AV,2017,2,-87.90805224284281,43.03837505
7123,229 E WISCONSIN AV,2020,1,-87.90805224284281,43.03837505
7124,229 E WISCONSIN AV #200,2017,1,27.897681774528778,-26.290074408707998
7125,229 E WISCONSIN AV #400,2017,1,48.178115862833856,28.890319505584127
7126,229 E WISCONSIN AV #600,2016,1,27.897681774528778,-26.290074408707998
7127,229 N WATER ST,2016,1,-122.64134405,38.236563849999996
7128,229 W WISCONSIN AV,2016,1,-87.91399996309708,43.03869101724276
7129,2290 N CAMBRIDGE AV,2016,1,-87.89180189050869,43.05998469354816
7130,2295 N 1ST ST,2016,1,-121.92257926391731,37.3789530097907
7131,2297 N OAKLAND AV,2017,1,-87.88819359317694,43.05998284038507
7132,230 W CENTER ST,2017,1,-78.39090190256411,43.2205762
7133,230 W LOCUST ST,2017,1,-87.63502169387755,41.8990543877551
7134,230 W SEEBOTH ST,2017,1,-87.91282614285714,43.030505612244895
7135,230 W WELLS ST,2016,1,-87.9140878,43.0402876
7136,230 W WELLS ST,2017,2,-87.9140878,43.0402876
7137,230 W WELLS ST,2018,1,-87.9140878,43.0402876
7138,230 W WELLS ST,2019,3,-87.9140878,43.0402876
7139,230 W WELLS ST,2020,2,-87.9140878,43.0402876
7140,2300 E HARTFORD AV,2017,1,-112.032883,33.643299
7141,2300 E WEBSTER PL,2017,1,-87.8816298,43.0651103
7142,2300 E WEBSTER PL,2021,1,-87.8816298,43.0651103
7143,2300 E WYOMING PL,2016,1,-87.881425,43.059287
7144,2300 N 1ST ST,2016,1,-121.922601,37.379305
7145,2300 N 5TH ST,2016,1,-75.1416,39.986151
7146,2300 N 7TH ST,2017,1,-75.145231,39.986609
7147,2300 N BUFFUM ST,2016,2,-87.906493,43.060364
7148,2300 N BUFFUM ST,2019,1,-87.906493,43.060364
7149,2300 N CAMBRIDGE AV,2016,1,-87.642845,41.925221
7150,2300 N FARWELL AV,2016,1,-87.885312,43.060168
7151,2300 N FARWELL AVE,2016,1,-87.885312,43.060168
7152,2300 N HOLTON ST,2017,1,-87.90526,43.060359
7153,2300 N HOLTON ST,2021,1,-87.90526,43.060359
7154,2300 N HOLTON ST,2022,2,-87.90526,43.060359
7155,2300 N MARTIN L KING JR DR,2016,1,-80.48581142894574,27.023284016173392
7156,2300 N MARTIN L KING JR DR,2018,1,-80.48581142894574,27.023284016173392
7157,2300 N MARTIN L KING JR DR,2019,1,-80.48581142894574,27.023284016173392
7158,2300 N MARTIN L KING JR DR,2020,1,-80.48581142894574,27.023284016173392
7159,2300 N MARTIN L KING JR DR,2021,1,-80.48581142894574,27.023284016173392
7160,2300 N PROSPECT AV,2016,1,-97.485498,35.492366
7161,2300 N PROSPECT AV,2017,1,-97.485498,35.492366
7162,2300 N RICHARDS ST,2016,1,-87.907723,43.060369
7163,2300 N RICHARDS ST,2018,1,-87.907723,43.060369
7164,2300 N STANLEY PL,2017,1,-87.896023,43.061218
7165,2300 N WEIL ST,2017,1,-87.89911,43.060334
7166,2300 W BURLEIGH ST,2016,2,-87.941264,43.075222
7167,2300 W BURLEIGH ST,2017,1,-87.941264,43.075222
7168,2300 W BURLEIGH ST,2018,2,-87.941264,43.075222
7169,2300 W CAPITOL DR,2017,1,-87.941075,43.089765
7170,2300 W CAPITOL DR,2021,1,-87.941075,43.089765
7171,2300 W CAPITOL DR,2022,1,-87.941075,43.089765
7172,2300 W CHAMBERS ST,2017,1,-87.941288,43.073396
7173,2300 W FINN PL,2017,1,-87.941238,43.083671
7174,2300 W HADLEY ST,2016,1,-112.10884,33.439547
7175,2300 W HADLEY ST,2017,1,-112.10884,33.439547
7176,2300 W HADLEY ST,2021,1,-112.10884,33.439547
7177,2300 W HOPE AV,2016,1,-87.94099,43.092793
7178,2300 W HOPKINS ST,2017,1,-87.941101,43.078868
7179,2300 W HOPKINS ST,2022,4,-87.941101,43.078868
7180,2300 W KEEFE AV,2016,2,-87.941265,43.082525
7181,2300 W KEEFE AV,2020,1,-87.941265,43.082525
7182,2300 W KEEFE AV,2022,1,-87.941265,43.082525
7183,2300 W NASH ST,2017,1,-87.941213,43.084712
7184,2300 W NASH ST,2021,1,-87.941213,43.084712
7185,2300 W NASH ST,2022,1,-87.941213,43.084712
7186,2301 E BELLEVIEW PL,2016,1,-87.88162,43.066006
7187,2301 N HOLTON ST,2017,1,-87.90562363942638,43.06035645
7188,2301 N HOLTON ST,2019,1,-87.90562363942638,43.06035645
7189,2301 N HOLTON ST,2021,1,-87.90562363942638,43.06035645
7190,2301 N LAKE DR,2016,14,-87.8805097,43.0605885
7191,2301 N LAKE DR,2017,26,-87.8805097,43.0605885
7192,2301 N LAKE DR,2018,26,-87.8805097,43.0605885
7193,2301 N LAKE DR,2019,23,-87.8805097,43.0605885
7194,2301 N LAKE DR,2020,18,-87.8805097,43.0605885
7195,2301 N LAKE DR,2021,47,-87.8805097,43.0605885
7196,2301 N LAKE DR,2022,37,-87.8805097,43.0605885
7197,2301 W HOPKINS ST,2016,1,-87.9409721760783,43.0783744
7198,2301 W KEEFE AV,2016,1,-87.941271,43.082361
7199,2302 E WYOMING PL,2016,1,-87.88196980373021,43.05996245
7200,2302 E WYOMING PL,2017,2,-87.88196980373021,43.05996245
7201,2302 E WYOMING PL,2018,1,-87.88196980373021,43.05996245
7202,2302 W CAPITOL DR,2016,1,-87.94111084016478,43.0899783
7203,2302 W CAPITOL DR,2017,1,-87.94111084016478,43.0899783
7204,2302 W CAPITOL DR,2018,1,-87.94111084016478,43.0899783
7205,2302 W CAPITOL DR,2019,2,-87.94111084016478,43.0899783
7206,2302 W CAPITOL DR,2020,1,-87.94111084016478,43.0899783
7207,2302 W CAPITOL DR,2021,3,-87.94111084016478,43.0899783
7208,2302 W CAPITOL DR,2022,1,-87.94111084016478,43.0899783
7209,2302 W CENTER ST,2016,1,-87.9414571539169,43.068044650000004
7210,2302 W CENTER ST,2020,1,-87.9414571539169,43.068044650000004
7211,2302 W KEEFE AV,2017,1,-87.9412624,43.08262594999999
7212,2302 W KEEFE AV,2018,1,-87.9412624,43.08262594999999
7213,2303 E BELLEVIEW PL,2016,1,-87.88156610511115,43.06590815
7214,2303 E BELLEVIEW PL,2017,1,-87.88156610511115,43.06590815
7215,2303 E BELLEVIEW PL,2019,1,-87.88156610511115,43.06590815
7216,2303 N FARWELL AV,2016,1,-87.8854078,43.0608405
7217,2303 N FARWELL AV,2017,1,-87.8854078,43.0608405
7218,2303 N FARWELL AV,2018,1,-87.8854078,43.0608405
7219,2303 N FARWELL AV,2019,2,-87.8854078,43.0608405
7220,2303 N FARWELL AV,2020,2,-87.8854078,43.0608405
7221,2303 N FARWELL AV,2021,5,-87.8854078,43.0608405
7222,2303 N MARTIN L KING JR DR,2017,2,-80.48581142894574,27.023284016173392
7223,2303 N MARTIN L KING JR DR,2018,1,-80.48581142894574,27.023284016173392
7224,2303 N MARTIN L KING JR DR,2019,1,-80.48581142894574,27.023284016173392
7225,2303 N TERRACE AV,2016,1,-87.88018185714286,43.058705530612244
7226,2305 N BUFFUM ST,2016,2,-87.9068574,43.06044505
7227,2305 N HOLTON ST,2016,1,-87.90561171972433,43.06043475
7228,2305 N PROSPECT AV,2016,4,-87.8841059,43.060248
7229,2305 N PROSPECT AV,2017,5,-87.8841059,43.060248
7230,2305 N PROSPECT AV,2018,5,-87.8841059,43.060248
7231,2305 N PROSPECT AV,2019,9,-87.8841059,43.060248
7232,2305 N PROSPECT AV,2020,8,-87.8841059,43.060248
7233,2305 N PROSPECT AV,2021,4,-87.8841059,43.060248
7234,2305 N PROSPECT AV,2022,1,-87.8841059,43.060248
7235,2305 W ATKINSON AV,2016,1,-87.94121962548668,43.09291455
7236,2305 W ATKINSON AV,2017,2,-87.94121962548668,43.09291455
7237,2305 W ATKINSON AV,2018,5,-87.94121962548668,43.09291455
7238,2305 W ATKINSON AV,2019,2,-87.94121962548668,43.09291455
7239,2305 W ATKINSON AV,2020,2,-87.94121962548668,43.09291455
7240,2305 W ATKINSON AV,2021,1,-87.94121962548668,43.09291455
7241,2305 W ATKINSON AV,2022,1,-87.94121962548668,43.09291455
7242,2306 N PALMER ST,2017,1,-87.90953480008055,43.06047679350201
7243,2306 N WEIL ST,2016,1,-87.89890875,43.0604852
7244,2306 N WEIL ST,2019,1,-87.89890875,43.0604852
7245,2306 N WEIL ST,2022,1,-87.89890875,43.0604852
7246,2306 W ROOSEVELT DR,2016,1,-87.94118645953355,43.09614325
7247,2306 W ROOSEVELT DR,2018,1,-87.94118645953355,43.09614325
7248,2306 W ROOSEVELT DR,2019,1,-87.94118645953355,43.09614325
7249,2306 W ROOSEVELT DR,2020,2,-87.94118645953355,43.09614325
7250,2306 W ROOSEVELT DR,2021,1,-87.94118645953355,43.09614325
7251,2307 N 5TH ST,2016,1,-75.14127181902845,39.9863462
7252,2308 E BELLEVIEW PL,2016,1,-87.8814285498219,43.06630045
7253,2308 E BELLEVIEW PL,2017,1,-87.8814285498219,43.06630045
7254,2308 W NASH ST,2016,5,-87.94157529870952,43.08520514999999
7255,2308 W NASH ST,2017,1,-87.94157529870952,43.08520514999999
7256,2308 W NASH ST,2018,4,-87.94157529870952,43.08520514999999
7257,2308 W NASH ST,2019,6,-87.94157529870952,43.08520514999999
7258,2308 W NASH ST,2020,3,-87.94157529870952,43.08520514999999
7259,2308 W NASH ST,2022,2,-87.94157529870952,43.08520514999999
7260,2309 N NEWHALL ST,2016,1,-87.89059665902397,43.06034644709802
7261,231 E BUFFALO ST,2016,3,-87.9080198,43.0335562
7262,231 E BUFFALO ST,2017,5,-87.9080198,43.0335562
7263,231 E BUFFALO ST,2019,2,-87.9080198,43.0335562
7264,231 E BUFFALO ST,2022,2,-87.9080198,43.0335562
7265,231 E CHICAGO ST,2017,1,-87.90822798813542,43.03249913673923
7266,231 E MENOMONEE ST,2017,1,-87.90747287512451,43.031340528474075
7267,231 E NORTH AV,2016,1,-87.9085725004944,43.0600596
7268,231 E NORTH AV,2017,1,-87.9085725004944,43.0600596
7269,231 E NORTH AV,2018,2,-87.9085725004944,43.0600596
7270,231 E NORTH AV,2019,2,-87.9085725004944,43.0600596
7271,231 E NORTH AV,2021,3,-87.9085725004944,43.0600596
7272,231 S 2ND ST,2016,1,-87.9127722,43.028643
7273,231 S 2ND ST,2017,3,-87.9127722,43.028643
7274,231 S 2ND ST,2018,1,-87.9127722,43.028643
7275,231 S 2ND ST,2019,1,-87.9127722,43.028643
7276,231 S 2ND ST,2022,1,-87.9127722,43.028643
7277,231 W MICHIGAN ST,2016,1,-87.9139743,43.0373143
7278,231 W MICHIGAN ST,2019,1,-87.9139743,43.0373143
7279,231 W MICHIGAN ST,2021,1,-87.9139743,43.0373143
7280,231 W MICHIGAN ST,2022,1,-87.9139743,43.0373143
7281,231 W WISCONSIN AV,2016,1,-87.91399543884737,43.0384047
7282,231 W WISCONSIN AV,2017,1,-87.91399543884737,43.0384047
7283,231 W WISCONSIN AV,2018,7,-87.91399543884737,43.0384047
7284,231 W WISCONSIN AV,2019,14,-87.91399543884737,43.0384047
7285,231 W WISCONSIN AV,2020,20,-87.91399543884737,43.0384047
7286,231 W WISCONSIN AV,2021,2,-87.91399543884737,43.0384047
7287,231 W WISCONSIN AV,2022,3,-87.91399543884737,43.0384047
7288,231 W WISCONSIN AV #1102,2016,1,27.897681774528778,-26.290074408707998
7289,231 W WISCONSIN AV #1209,2017,1,27.897681774528778,-26.290074408707998
7290,231 W WISCONSIN AV #202,2017,1,48.178115862833856,28.890319505584127
7291,231 W WISCONSIN AV #502,2016,1,27.897681774528778,-26.290074408707998
7292,2310 E BRADFORD AV,2016,2,-87.88159949976006,43.0639486
7293,2310 E BRADFORD AV,2019,1,-87.88159949976006,43.0639486
7294,2310 E BRADFORD AV,2021,1,-87.88159949976006,43.0639486
7295,2310 E BRADFORD AV,2022,2,-87.88159949976006,43.0639486
7296,2310 E WEBSTER PL,2016,1,-87.88139192465815,43.06514305
7297,2310 E WEBSTER PL,2017,1,-87.88139192465815,43.06514305
7298,2310 E WEBSTER PL,2021,3,-87.88139192465815,43.06514305
7299,2310 E WEBSTER PL,2022,1,-87.88139192465815,43.06514305
7300,2310 N 2ND ST,2017,1,-75.13641899160626,39.98575665
7301,2310 N 2ND ST,2022,2,-75.13641899160626,39.98575665
7302,2310 N CRAMER ST,2016,1,-122.68619944999999,45.56704895
7303,2310 N OAKLAND AV,2017,1,-87.88769138821118,43.060459449999996
7304,2310 N OAKLAND AV,2018,1,-87.88769138821118,43.060459449999996
7305,2310 N OAKLAND AV,2020,2,-87.88769138821118,43.060459449999996
7306,2310 N OAKLAND AV,2021,3,-87.88769138821118,43.060459449999996
7307,2310 N RICHARDS ST,2017,1,-87.90772166797736,43.06052950872852
7308,2310 W CENTER ST,2016,1,-87.94163602480566,43.06807485
7309,2311 E LINNWOOD AV,2017,1,-87.88118953377021,43.0726231
7310,2311 N PROSPECT AV,2017,1,-87.8840412,43.0602507
